"id","obj_vesion","date_created","message_type","template","notification_type","language"
"184","0","2009-10-06T00:00:00.0","TEXT","Babies get food&oxygen in womb through placenta(or afterbirth).Placenta passes nutrients from mum to baby through umbilical cord attached to baby's belly.After birth,cord is cut&a stump remains that soon falls off.Care of the stump before it falls off is very important.Keep it clean&dry.Dont apply anything to it.No spirit,ash,glass or anything.Make sure baby napkins dont rub or cover stump.Dont force stump to fall,it will go in 10-21 days.*From Mobile Midwife*.##","45","3"
"185","0","2009-10-06T00:00:00.0","TEXT","Well done!U are 33 weeks pregnant!From now U must do all U can to ensure baby is born healthy.Babies born before 36 weeks are early but can still be healthy.If baby comes early follow these tips.Don't bath small babies,wipe with clean damp cloth.Tie baby between your breasts with a lappa all the day.Shea butter on their body helps baby stay warm.Breastfeed straight away&don't give anything but breastmilk for first 6months of life.*From Mobile Midwife*.@@","46","2"
"186","0","2009-10-06T00:00:00.0","TEXT","Well done!U are 33 weeks pregnant!From now U must do all U can to ensure baby is born healthy.Babies born before 36 weeks are early but can still be healthy.If baby comes early follow these tips.Don't bath small babies,wipe with clean damp cloth.Tie baby between your breasts with a lappa all the day.Shea butter on their body helps baby stay warm.Breastfeed straight away&don't give anything but breastmilk for first 6months of life.*From Mobile Midwife*.##","46","3"
"187","0","2009-10-06T00:00:00.0","TEXT","Baby is about the size of a medium grasscutter now&is practicing breathing&has hair now.Labour time is coming soon&when U go into labour it is very important to contact your midwife straight.Every labour is different.U need to be sure U call the midwife so any problem can be solved right away.Signs of true labour include,contractions,pain,show&breaking of waters.Midwife can confirm true labour so don't be afraid to contact them to be sure.*From Mobile Midwife*.@@","47","2"
"188","0","2009-10-06T00:00:00.0","TEXT","Baby is about the size of a medium grasscutter now&is practicing breathing&has hair now.Labour time is coming soon&when U go into labour it is very important to contact your midwife straight.Every labour is different.U need to be sure U call the midwife so any problem can be solved right away.Signs of true labour include,contractions,pain,show&breaking of waters.Midwife can confirm true labour so don't be afraid to contact them to be sure.*From Mobile Midwife*.##","47","3"
"189","0","2009-10-06T00:00:00.0","TEXT","First breastmilk is called colostrum-a thick yellowish fluid,rich in protien,antibodies&other infection fighting things.Its not dirty.Its the best milk for baby.Later breastmilk comes bluish-white&more watery.Newborns eat 8-12 times or more through 1day&night.Feeding often helps U increase milk production.Start feeding on 1 breast til baby stops or breast is empty then move to other breast.Baby needs nothing but breastmilk for first 6months.*From Mobile Midwife*.@@","48","2"
"190","0","2009-10-06T00:00:00.0","TEXT","First breastmilk is called colostrum-a thick yellowish fluid,rich in protien,antibodies&other infection fighting things.Its not dirty.Its the best milk for baby.Later breastmilk comes bluish-white&more watery.Newborns eat 8-12 times or more through 1day&night.Feeding often helps U increase milk production.Start feeding on 1 breast til baby stops or breast is empty then move to other breast.Baby needs nothing but breastmilk for first 6months.*From Mobile Midwife*.##","48","3"
"191","0","2009-10-06T00:00:00.0","TEXT","Your baby is almost ready for the world now.Well Done!The BEST thing you can do for U&your baby is DELIVER AT A HEALTH FACILITY.Health workers can help deal with any emergencies that come up&make sure that your baby gets the best care in his/her first few minutes in this world.Give your baby the best start in life!*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.@@","49","2"
"192","0","2009-10-06T00:00:00.0","TEXT","Your baby is almost ready for the world now.Well Done!The BEST thing you can do for U&your baby is DELIVER AT A HEALTH FACILITY.Health workers can help deal with any emergencies that come up&make sure that your baby gets the best care in his/her first few minutes in this world.Give your baby the best start in life!*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.##","49","3"
"193","0","2009-10-06T00:00:00.0","TEXT","Babies who are breastfed are healthier&better nourished than those given other drinks&food.Baby needs no other food or drink for first 6 months of life.Breastmilk alone meets all their needs including water.Right position for breastfeeding is:baby's body is turned to face mum belly to belly.Baby's chin touchs mum's breast,more of dark skin around mum's nipple is seen above baby's mouth than below,baby takes long deep sucks&mum has no pain.*From Mobile Midwife*.@@","50","2"
"194","0","2009-10-06T00:00:00.0","TEXT","Babies who are breastfed are healthier&better nourished than those given other drinks&food.Baby needs no other food or drink for first 6 months of life.Breastmilk alone meets all their needs including water.Right position for breastfeeding is:baby's body is turned to face mum belly to belly.Baby's chin touchs mum's breast,more of dark skin around mum's nipple is seen above baby's mouth than below,baby takes long deep sucks&mum has no pain.*From Mobile Midwife*.##","50","3"
"195","0","2009-10-06T00:00:00.0","TEXT","Baby can come anytime now!Great!Do U have all U need for delivery packed in a bag?U need baby napkins,cloths,soap,Camel,baby soap,shea butter,Aligudon for baby,towels&Makintosh.Do U have midwife's phone number?Where are U delivering?How will U get there?If U dont deliver at hospital U must report to clinic as soon as possible after the birth.This is to be sure U&baby have a great start at taking care of yourself&the blessing God has given U.*From Mobile Midwife*.@@","51","2"
"196","0","2009-10-06T00:00:00.0","TEXT","Baby can come anytime now!Great!Do U have all U need for delivery packed in a bag?U need baby napkins,cloths,soap,Camel,baby soap,shea butter,Aligudon for baby,towels&Makintosh.Do U have midwife's phone number?Where are U delivering?How will U get there?If U dont deliver at hospital U must report to clinic as soon as possible after the birth.This is to be sure U&baby have a great start at taking care of yourself&the blessing God has given U.*From Mobile Midwife*.##","51","3"
"197","0","2009-10-06T00:00:00.0","TEXT","If baby has arrived,congrats!!If not it will be here soon.Be ready to go to health facility as soon as labour starts-delivering there is safer for mum&baby.When baby is born take baby to clinic within 1 day of birth for check by nurse.Also take baby to facility STRAIGHT if they have fever,high temperature,trouble breathing,if baby is not sucking as before,wont feed,not crying or weak&limp.Ask a doctor for help before its too late*From Mobile Midwife*.@@","52","2"
"198","0","2009-10-06T00:00:00.0","TEXT","If baby has arrived,congrats!!If not it will be here soon.Be ready to go to health facility as soon as labour starts-delivering there is safer for mum&baby.When baby is born take baby to clinic within 1 day of birth for check by nurse.Also take baby to facility STRAIGHT if they have fever,high temperature,trouble breathing,if baby is not sucking as before,wont feed,not crying or weak&limp.Ask a doctor for help before its too late*From Mobile Midwife*.##","52","3"
"199","0","2009-10-06T00:00:00.0","TEXT","If baby hasn't arrived yet,don't worry but go to ANC to be sure all is fine.If U have delivered,congrats!!If baby was born outside hospital its very important U&baby visit clinic for checkup before 1day passes.It is to make sure U&baby are fine.Baby gets immunizations to protect from TB&Polio,so they can grow healthy&strong.U can also ask questions U have about baby's care&health.*From Mobile Midwife*.@@","53","2"
"200","0","2009-10-06T00:00:00.0","TEXT","If baby hasn't arrived yet,don't worry but go to ANC to be sure all is fine.If U have delivered,congrats!!If baby was born outside hospital its very important U&baby visit clinic for checkup before 1day passes.It is to make sure U&baby are fine.Baby gets immunizations to protect from TB&Polio,so they can grow healthy&strong.U can also ask questions U have about baby's care&health.*From Mobile Midwife*.##","53","3"
"201","0","2010-02-02T00:00:00.0","TEXT","Malaria is very dangerous for pregnant women&more for new babies.U&baby should sleep under insecticide treated nets.Cover baby's arms,legs&feet in evening&at dawn.Try burning neem leaves or orange peels to keep mosquitos away or spray rooms.Clearing bushes around house&covering water containers helps too.If baby has fever go to clinic straight for early treatment that can save baby's life.*From Mobile Midwife*.","54","1"
"202","0","2010-02-02T00:00:00.0","TEXT","Malaria is very dangerous for pregnant women&more for new babies.U&baby should sleep under insecticide treated nets.Cover baby's arms,legs&feet in evening&at dawn.Try burning neem leaves or orange peels to keep mosquitos away or spray rooms.Clearing bushes around house&covering water containers helps too.If baby has fever go to clinic straight for early treatment that can save baby's life.*From Mobile Midwife*.@@","54","2"
"203","0","2010-02-02T00:00:00.0","TEXT","Malaria is very dangerous for pregnant women&more for new babies.U&baby should sleep under insecticide treated nets.Cover baby's arms,legs&feet in evening&at dawn.Try burning neem leaves or orange peels to keep mosquitos away or spray rooms.Clearing bushes around house&covering water containers helps too.If baby has fever go to clinic straight for early treatment that can save baby's life.*From Mobile Midwife*.##","54","3"
"204","0","2010-02-02T00:00:00.0","TEXT","If you haven't delivered yet,make sure U go to clinic to be sure all is fine.Don't just wait at home.If labour is not coming there may be a problem&your midwife can help.Waiting at home can be dangerous for U&baby.Try not to worry that something is wrong,but at times we need to help nature along&help start your labour.Remember,delivery at a health facility is safer for mother&baby.*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.","55","1"
"205","0","2010-02-02T00:00:00.0","TEXT","If you haven't delivered yet,make sure U go to clinic to be sure all is fine.Don't just wait at home.If labour is not coming there may be a problem&your midwife can help.Waiting at home can be dangerous for U&baby.Try not to worry that something is wrong,but at times we need to help nature along&help start your labour.Remember,delivery at a health facility is safer for mother&baby.*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.@@","55","2"
"206","0","2010-02-02T00:00:00.0","TEXT","If you haven't delivered yet,make sure U go to clinic to be sure all is fine.Don't just wait at home.If labour is not coming there may be a problem&your midwife can help.Waiting at home can be dangerous for U&baby.Try not to worry that something is wrong,but at times we need to help nature along&help start your labour.Remember,delivery at a health facility is safer for mother&baby.*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.##","55","3"
"207","0","2010-02-02T00:00:00.0","TEXT","We hope you are finding motherhood good&are trying to get some rest.Are U breastfeeding? Do U have painful breasts?Its common as breasts try to make the right amount of milk for baby.Don't give up,it will soon be easier.Feed baby when they want to eat&they should be feeding at least 10times through a day&night.Don't be afraid to wake baby for feeding in order to release pressure in your breasts.Breastmilk ALONE is best for a healthy baby.*From Mobile Midwife*.","56","1"
"208","0","2010-02-02T00:00:00.0","TEXT","We hope you are finding motherhood good&are trying to get some rest.Are U breastfeeding? Do U have painful breasts?Its common as breasts try to make the right amount of milk for baby.Don't give up,it will soon be easier.Feed baby when they want to eat&they should be feeding at least 10times through a day&night.Don't be afraid to wake baby for feeding in order to release pressure in your breasts.Breastmilk ALONE is best for a healthy baby.*From Mobile Midwife*.@@","56","2"
"209","0","2010-02-02T00:00:00.0","TEXT","We hope you are finding motherhood good&are trying to get some rest.Are U breastfeeding? Do U have painful breasts?Its common as breasts try to make the right amount of milk for baby.Don't give up,it will soon be easier.Feed baby when they want to eat&they should be feeding at least 10times through a day&night.Don't be afraid to wake baby for feeding in order to release pressure in your breasts.Breastmilk ALONE is best for a healthy baby.*From Mobile Midwife*.##","56","3"
"210","0","2010-02-02T00:00:00.0","TEXT","Newborns only need a few things to be happy.Food,love,sleep&a clean nappy.Changing baby's nappy often is important-bacteria in urine&faeces can make skin sore&give rashes.This happens very quick in warm weather.Expect to change nappy before or after every feed.This should every 1-3hrs.Baby is well fed if you change 6-10 nappies/day.Clean baby's buttocks with soft,damp,clean cloth&be sure to wash hands with soap after every change*From Mobile Midwife*.","57","1"
"211","0","2010-02-02T00:00:00.0","TEXT","Newborns only need a few things to be happy.Food,love,sleep&a clean nappy.Changing baby's nappy often is important-bacteria in urine&faeces can make skin sore&give rashes.This happens very quick in warm weather.Expect to change nappy before or after every feed.This should every 1-3hrs.Baby is well fed if you change 6-10 nappies/day.Clean baby's buttocks with soft,damp,clean cloth&be sure to wash hands with soap after every change*From Mobile Midwife*.@@","57","2"
"212","0","2010-02-02T00:00:00.0","TEXT","Newborns only need a few things to be happy.Food,love,sleep&a clean nappy.Changing baby's nappy often is important-bacteria in urine&faeces can make skin sore&give rashes.This happens very quick in warm weather.Expect to change nappy before or after every feed.This should every 1-3hrs.Baby is well fed if you change 6-10 nappies/day.Clean baby's buttocks with soft,damp,clean cloth&be sure to wash hands with soap after every change*From Mobile Midwife*.##","57","3"
"213","0","2010-02-02T00:00:00.0","TEXT","When pregnant there are reasons that you must go to the clinic right away.If you have a bad headache,fever or vomiting.If you feel pain in the womb,or a very strong pain on one side of your body.If you are bleeding or more important if the bleeding is heavy+painful.If you have dark yellow urine or blood+a burning feeling when you urinate.If you are very dizzy or have a very fast heart beat.Don't be afraid to go to the clinic as the problem may be easy to cure.","58","1"
"214","0","2010-02-02T00:00:00.0","TEXT","When pregnant there are reasons that you must go to the clinic right away.If you have a bad headache,fever or vomiting.If you feel pain in the womb,or a very strong pain on one side of your body.If you are bleeding or more important if the bleeding is heavy+painful.If you have dark yellow urine or blood+a burning feeling when you urinate.If you are very dizzy or have a very fast heart beat.Don't be afraid to go to the clinic as the problem may be easy to cure.@@","58","2"
"215","0","2010-02-02T00:00:00.0","TEXT","When pregnant there are reasons that you must go to the clinic right away.If you have a bad headache,fever or vomiting.If you feel pain in the womb,or a very strong pain on one side of your body.If you are bleeding or more important if the bleeding is heavy+painful.If you have dark yellow urine or blood+a burning feeling when you urinate.If you are very dizzy or have a very fast heart beat.Don't be afraid to go to the clinic as the problem may be easy to cure.##","58","3"
"216","0","2010-02-02T00:00:00.0","TEXT","Once you know you are pregnant,register with national health insurance to get a full year of free medical care.Health insurance also covers the first 6 weeks of your baby's life.It is important to go for antenatal care so you are sure you are healthy for this baby.You will get free vitamins to keep you+baby healthy during pregnancy+you can ask questions about how you are both doing.Antenatal is at your nearest CHPS compound daily so no one knows why you are there.","59","1"
"217","0","2010-02-02T00:00:00.0","TEXT","Once you know you are pregnant,register with national health insurance to get a full year of free medical care.Health insurance also covers the first 6 weeks of your baby's life.It is important to go for antenatal care so you are sure you are healthy for this baby.You will get free vitamins to keep you+baby healthy during pregnancy+you can ask questions about how you are both doing.Antenatal is at your nearest CHPS compound daily so no one knows why you are there@@","59","2"
"218","0","2010-02-02T00:00:00.0","TEXT","Once you know you are pregnant,register with national health insurance to get a full year of free medical care.Health insurance also covers the first 6 weeks of your baby's life.It is important to go for antenatal care so you are sure you are healthy for this baby.You will get free vitamins to keep you+baby healthy during pregnancy+you can ask questions about how you are both doing.Antenatal is at your nearest CHPS compound daily so no one knows why you are there##","59","3"
"219","0","2010-02-02T00:00:00.0","TEXT","Now that you are pregnant you are not sick but you must be a bit careful.Rough movements+heavy work can cause body pains+damage your body so please ask for help when doing heavy work like fetching firewood or water.When working take plenty of clean water,ginger beer or zonkom to help keep your body cool+try to avoid working in the very hot afternoon sun.If you can,try to find a shady place to do your work.","60","1"
"220","0","2010-02-02T00:00:00.0","TEXT","Now that you are pregnant you are not sick but you must be a bit careful.Rough movements+heavy work can cause body pains+damage your body so please ask for help when doing heavy work like fetching firewood or water.When working take plenty of clean water,ginger beer or zonkom to help keep your body cool+try to avoid working in the very hot afternoon sun.If you can,try to find a shady place to do your work.@@","60","2"
"221","0","2010-02-02T00:00:00.0","TEXT","Now that you are pregnant you are not sick but you must be a bit careful.Rough movements+heavy work can cause body pains+damage your body so please ask for help when doing heavy work like fetching firewood or water.When working take plenty of clean water,ginger beer or zonkom to help keep your body cool+try to avoid working in the very hot afternoon sun.If you can,try to find a shady place to do your work.##","60","3"
"222","0","2010-02-02T00:00:00.0","TEXT","Even though you might not be showing yet your baby's heart+brain are growing quickly.As your womb grows you may have some light cramps+waist pain. You need to eat well now for your baby.Please avoid eating ayilo or shrei.It can cause low blood,infection or worms.Try chewing on biscuits or vegetables instead.Don't smoke or take alcohol including Guiness as it will damage the baby.Please ask your doctor before using any traditional medicines.","61","1"
"223","0","2010-02-02T00:00:00.0","TEXT","Even though you might not be showing yet your baby's heart+brain are growing quickly.As your womb grows you may have some light cramps+waist pain. You need to eat well now for your baby.Please avoid eating ayilo or shrei.It can cause low blood,infection or worms.Try chewing on biscuits or vegetables instead.Don't smoke or take alcohol including Guiness as it will damage the baby.Please ask your doctor before using any traditional medicines.@@","61","2"
"224","0","2010-02-02T00:00:00.0","TEXT","Even though you might not be showing yet your baby's heart+brain are growing quickly.As your womb grows you may have some light cramps+waist pain. You need to eat well now for your baby.Please avoid eating ayilo or shrei.It can cause low blood,infection or worms.Try chewing on biscuits or vegetables instead.Don't smoke or take alcohol including Guiness as it will damage the baby.Please ask your doctor before using any traditional medicines.##","61","3"
"225","0","2010-02-02T00:00:00.0","TEXT","If you are feeling tired+weak now don't worry as it is a natural part of pregnancy.Your body is working hard to grow the baby which can make you feel very tired+sometimes your body feels very weak.As you grow bigger you will feel the weight on your body+if you are worrying too much you may not sleep at night.Try to rest when you can.Ask for help with heavy work like fetching water or firewood.Try to take time to relax your body+your mind when you can.","62","1"
"226","0","2010-02-02T00:00:00.0","TEXT","If you are feeling tired+weak now don't worry as it is a natural part of pregnancy.Your body is working hard to grow the baby which can make you feel very tired+sometimes your body feels very weak.As you grow bigger you will feel the weight on your body+if you are worrying too much you may not sleep at night.Try to rest when you can.Ask for help with heavy work like fetching water or firewood.Try to take time to relax your body+your mind when you can.@@","62","2"
"227","0","2010-02-02T00:00:00.0","TEXT","If you are feeling tired+weak now don't worry as it is a natural part of pregnancy.Your body is working hard to grow the baby which can make you feel very tired+sometimes your body feels very weak.As you grow bigger you will feel the weight on your body+if you are worrying too much you may not sleep at night.Try to rest when you can.Ask for help with heavy work like fetching water or firewood.Try to take time to relax your body+your mind when you can.##","62","3"
"228","0","2010-02-02T00:00:00.0","TEXT","Malaria is very dangerous.It can cause low blood in the mother+miscarriage.Help yourself by sleeping under insecticide treated nets.Soon you will be given medicine called SP at the clinic to protect you.Wear long clothes in light colors in the evening.Try burning neem leaves or orange peels to keep mosquitos away or you can spray the rooms.Avoid hanging many clothes in your room,mosquitos hide in them.Fold your clothes up.Go to the clinic if you feel cold or have headache.","63","1"
"229","0","2010-02-02T00:00:00.0","TEXT","Malaria is very dangerous.It can cause low blood in the mother+miscarriage.Help yourself by sleeping under insecticide treated nets.Soon you will be given medicine called SP at the clinic to protect you.Wear long clothes in light colors in the evening.Try burning neem leaves or orange peels to keep mosquitos away or you can spray the rooms.Avoid hanging many clothes in your room,mosquitos hide in them.Fold your clothes up.Go to the clinic if you feel cold or have headache.@@","63","2"
"230","0","2010-02-02T00:00:00.0","TEXT","Malaria is very dangerous.It can cause low blood in the mother+miscarriage.Help yourself by sleeping under insecticide treated nets.Soon you will be given medicine called SP at the clinic to protect you.Wear long clothes in light colors in the evening.Try burning neem leaves or orange peels to keep mosquitos away or you can spray the rooms.Avoid hanging many clothes in your room,mosquitos hide in them.Fold your clothes up.Go to the clinic if you feel cold or have headache.##","63","3"
"231","0","2010-02-02T00:00:00.0","TEXT","message 7","64","1"
"232","0","2010-02-02T00:00:00.0","TEXT","message 7@@","64","2"
"233","0","2010-02-02T00:00:00.0","TEXT","message 7##","64","3"
"234","0","2010-02-02T00:00:00.0","TEXT","message 8","65","1"
"235","0","2010-02-02T00:00:00.0","TEXT","message 8@@","65","2"
"236","0","2010-02-02T00:00:00.0","TEXT","message 8##","65","3"
"237","0","2010-02-02T00:00:00.0","TEXT","message 9","66","1"
"238","0","2010-02-02T00:00:00.0","TEXT","message 9@@","66","2"
"239","0","2010-02-02T00:00:00.0","TEXT","message 9##","66","3"
"240","0","2010-02-02T00:00:00.0","TEXT","message 10","67","1"
"241","0","2010-02-02T00:00:00.0","TEXT","message 10@@","67","2"
"242","0","2010-02-02T00:00:00.0","TEXT","message 10##","67","3"
"243","0","2010-02-02T00:00:00.0","TEXT","message 11","68","1"
"244","0","2010-02-02T00:00:00.0","TEXT","message 11@@","68","2"
"245","0","2010-02-02T00:00:00.0","TEXT","message 11##","68","3"
"246","0","2010-02-02T00:00:00.0","TEXT","message 12","69","1"
"247","0","2010-02-02T00:00:00.0","TEXT","message 12@@","69","2"
"248","0","2010-02-02T00:00:00.0","TEXT","message 12##","69","3"
"249","0","2010-02-02T00:00:00.0","TEXT","message 13","70","1"
"250","0","2010-02-02T00:00:00.0","TEXT","message 13@@","70","2"
"251","0","2010-02-02T00:00:00.0","TEXT","message 13##","70","3"
"252","0","2010-02-02T00:00:00.0","TEXT","message 14","71","1"
"253","0","2010-02-02T00:00:00.0","TEXT","message 14@@","71","2"
"254","0","2010-02-02T00:00:00.0","TEXT","message 14##","71","3"
"255","0","2010-02-02T00:00:00.0","TEXT","message 15","72","1"
"256","0","2010-02-02T00:00:00.0","TEXT","message 15@@","72","2"
"257","0","2010-02-02T00:00:00.0","TEXT","message 15##","72","3"
"258","0","2010-02-02T00:00:00.0","TEXT","message 16","73","1"
"259","0","2010-02-02T00:00:00.0","TEXT","message 16@@","73","2"
"260","0","2010-02-02T00:00:00.0","TEXT","message 16##","73","3"
"261","0","2010-02-02T00:00:00.0","TEXT","message 17","74","1"
"262","0","2010-02-02T00:00:00.0","TEXT","message 17@@","74","2"
"263","0","2010-02-02T00:00:00.0","TEXT","message 17##","74","3"
"264","0","2010-02-02T00:00:00.0","TEXT","message 18","75","1"
"265","0","2010-02-02T00:00:00.0","TEXT","message 18@@","75","2"
"266","0","2010-02-02T00:00:00.0","TEXT","message 18##","75","3"
"267","0","2010-02-02T00:00:00.0","TEXT","message 19","76","1"
"268","0","2010-02-02T00:00:00.0","TEXT","message 19@@","76","2"
"269","0","2010-02-02T00:00:00.0","TEXT","message 19##","76","3"
"270","0","2010-02-02T00:00:00.0","TEXT","message 20","77","1"
"271","0","2010-02-02T00:00:00.0","TEXT","message 20@@","77","2"
"272","0","2010-02-02T00:00:00.0","TEXT","message 20##","77","3"
"273","0","2010-04-26T00:00:00.0","TEXT","This week U need a tetanus vaccination.Tetanus is a serious sickness that U get thru wounds.U are at risk for tetanus because of wounds U get during delivery.","78","1"
"274","0","2010-04-26T00:00:00.0","TEXT","This week U need a tetanus vaccination.Tetanus is a serious sickness that U get thru wounds.U are at risk for tetanus because of wounds U get during delivery@@.","78","2"
"275","0","2010-04-26T00:00:00.0","TEXT","This week U need a tetanus vaccination.Tetanus is a serious sickness that U get thru wounds.U are at risk for tetanus because of wounds U get during delivery##.","78","3"
"276","0","2010-04-26T00:00:00.0","TEXT","You have missed a tetanus vaccination.Tetanus is a serious sickness.U will not be protected from tetanus unless you have the vaccination.Go to the clinic NOW!","79","1"
"277","0","2010-04-26T00:00:00.0","TEXT","You have missed a tetanus vaccination.Tetanus is a serious sickness.U will not be protected from tetanus unless you have the vaccination.Go to the clinic NOW!@@","79","2"
"278","0","2010-04-26T00:00:00.0","TEXT","You have missed a tetanus vaccination.Tetanus is a serious sickness.U will not be protected from tetanus unless you have the vaccination.Go to the clinic NOW!##","79","3"
"279","0","2010-04-26T00:00:00.0","TEXT","This week U need to get a drug called SP which protects U from malaria.Malaria can kill U&your baby so make sure to get SP at the clinic this week.","80","1"
"280","0","2010-04-26T00:00:00.0","TEXT","This week U need to get a drug called SP which protects U from malaria.Malaria can kill U&your baby so make sure to get SP at the clinic this week.@@","80","2"
"281","0","2010-04-26T00:00:00.0","TEXT","This week U need to get a drug called SP which protects U from malaria.Malaria can kill U&your baby so make sure to get SP at the clinic this week.##","80","3"
"282","0","2010-04-26T00:00:00.0","TEXT","You have missed a dose of SP, a drug which protects you from malaria.Malaria can kill U&your unborn baby,so go to the clinic NOW to get protection.","81","1"
"283","0","2010-04-26T00:00:00.0","TEXT","You have missed a dose of SP, a drug which protects you from malaria.Malaria can kill U&your unborn baby,so go to the clinic NOW to get protection@@.","81","2"
"284","0","2010-04-26T00:00:00.0","TEXT","You have missed a dose of SP, a drug which protects you from malaria.Malaria can kill U&your unborn baby,so go to the clinic NOW to get protection##.","81","3"
"285","0","2010-04-26T00:00:00.0","TEXT","This week you are due for an antenatal appointment so make sure to go to the health facility. Antenatal care helps you stay healthy during pregnancy.","82","1"
"286","0","2010-04-26T00:00:00.0","TEXT","This week you are due for an antenatal appointment so make sure to go to the health facility. Antenatal care helps you stay healthy during pregnancy@@.","82","2"
"287","0","2010-04-26T00:00:00.0","TEXT","This week you are due for an antenatal appointment so make sure to go to the health facility. Antenatal care helps you stay healthy during pregnancy.##","82","3"
"288","0","2010-04-26T00:00:00.0","TEXT","U have missed an antenatal care appointment!Antenatal care is very important to keep U&baby healthy so do not delay in going to clinic.Make sure to go THIS WEEK.","83","1"
"289","0","2010-04-26T00:00:00.0","TEXT","U have missed an antenatal care appointment!Antenatal care is very important to keep U&baby healthy so do not delay in going to clinic.Make sure to go THIS WEEK@@","83","2"
"290","0","2010-04-26T00:00:00.0","TEXT","U have missed an antenatal care appointment!Antenatal care is very important to keep U&baby healthy so do not delay in going to clinic.Make sure to go THIS WEEK##","83","3"
"291","0","2010-04-26T00:00:00.0","TEXT","This week U need to have a post natal care visit to make sure that U are recovering well after delivery.Go to the clinic as soon as possible.","84","1"
"292","0","2010-04-26T00:00:00.0","TEXT","This week U need to have a post natal care visit to make sure that U are recovering well after delivery.Go to the clinic as soon as possible@@.","84","2"
"293","0","2010-04-26T00:00:00.0","TEXT","This week U need to have a post natal care visit to make sure that U are recovering well after delivery.Go to the clinic as soon as possible.##","84","3"
"294","0","2010-04-26T00:00:00.0","TEXT","U have missed a post natal care visit.These are VERY important for checking U are recovering from delivery.Even if U dont feel sick,go to the clinic","85","1"
"295","0","2010-04-26T00:00:00.0","TEXT","U have missed a post natal care visit.These are VERY important for checking U are recovering from delivery.Even if U dont feel sick,go to the clinic@@","85","2"
"296","0","2010-04-26T00:00:00.0","TEXT","U have missed a post natal care visit.These are VERY important for checking U are recovering from delivery.Even if U dont feel sick,go to the clinic##","85","3"
"297","0","2010-04-26T00:00:00.0","TEXT","Your baby needs to go for a post natal care visit.This is VERY important to keep baby healthy.Do not delay.Go to the clinic as soon as possible.","86","1"
"298","0","2010-04-26T00:00:00.0","TEXT","Your baby needs to go for a post natal care visit.This is VERY important to keep baby healthy.Do not delay.Go to the clinic as soon as possible.@@","86","2"
"299","0","2010-04-26T00:00:00.0","TEXT","Your baby needs to go for a post natal care visit.This is VERY important to keep baby healthy.Do not delay.Go to the clinic as soon as possible.##","86","3"
"300","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed a postnatal care visit.By missing this visit your baby is at risk.Do not delay.Take your baby for a check up at the clinic as soon as possible.","87","1"
"301","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed a postnatal care visit.By missing this visit your baby is at risk.Do not delay.Take your baby for a check up at the clinic as soon as possible.@@","87","2"
"302","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed a postnatal care visit.By missing this visit your baby is at risk.Do not delay.Take your baby for a check up at the clinic as soon as possible.##","87","3"
"303","0","2010-04-26T00:00:00.0","TEXT","Your baby needs an immunization.These protect your baby from diseases which can kill.Make sure to go to the clinic as soon as possible to keep your child safe.","88","1"
"304","0","2010-04-26T00:00:00.0","TEXT","Your baby needs an immunization.These protect your baby from diseases which can kill.Make sure to go to the clinic as soon as possible to keep your child safe.@@","88","2"
"305","0","2010-04-26T00:00:00.0","TEXT","Your baby needs an immunization.These protect your baby from diseases which can kill.Make sure to go to the clinic as soon as possible to keep your child safe.##","88","3"
"306","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed an immunization.These protect babies from diseases that can kill them,so take your baby to the facility to keep him or her safe.","89","1"
"307","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed an immunization.These protect babies from diseases that can kill them,so take your baby to the facility to keep him or her safe.@@","89","2"
"308","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed an immunization.These protect babies from diseases that can kill them,so take your baby to the facility to keep him or her safe.##","89","3"
"309","0","2010-04-26T00:00:00.0","TEXT","Your baby needs an immunization.These protect your baby from diseases which can kill.Make sure to go to the clinic as soon as possible to keep your child safe.","90","1"
"310","0","2010-04-26T00:00:00.0","TEXT","Your baby needs an immunization.These protect your baby from diseases which can kill.Make sure to go to the clinic as soon as possible to keep your child safe@@.","90","2"
"311","0","2010-04-26T00:00:00.0","TEXT","Your baby needs an immunization.These protect your baby from diseases which can kill.Make sure to go to the clinic as soon as possible to keep your child safe.##","90","3"
"312","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed an immunization.These protect babies from diseases that can kill them,so take your baby to the facility to keep him or her safe.","91","1"
"313","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed an immunization.These protect babies from diseases that can kill them,so take your baby to the facility to keep him or her safe@@.","91","2"
"314","0","2010-04-26T00:00:00.0","TEXT","Your baby has missed an immunization.These protect babies from diseases that can kill them,so take your baby to the facility to keep him or her safe##.","91","3"
